Date,Close
27-Jan-17,"20,093.78"
30-Jan-17,"19,971.13"
31-Jan-17,"19,864.09"
1-Feb-17,"19,890.94"
2-Feb-17,"19,884.91"
3-Feb-17,"20,071.46"
6-Feb-17,"20,052.42"
7-Feb-17,"20,090.29"
8-Feb-17,"20,054.34"
9-Feb-17,"20,172.40"
10-Feb-17,"20,269.37"
13-Feb-17,"20,412.16"
14-Feb-17,"20,504.41"
15-Feb-17,"20,611.86"
16-Feb-17,"20,619.77"
17-Feb-17,"20,624.05"
21-Feb-17,"20,743.00"
22-Feb-17,"20,775.60"
23-Feb-17,"20,810.32"
24-Feb-17,"20,821.76"
27-Feb-17,"20,837.44"
28-Feb-17,"20,812.24"
1-Mar-17,"21,115.55"
2-Mar-17,"21,002.97"
3-Mar-17,"21,005.71"
6-Mar-17,"20,954.34"
7-Mar-17,"20,924.76"
8-Mar-17,"20,855.73"
9-Mar-17,"20,858.19"
10-Mar-17,"20,902.98"
13-Mar-17,"20,881.48"
14-Mar-17,"20,837.37"
15-Mar-17,"20,950.10"
16-Mar-17,"20,934.55"
17-Mar-17,"20,914.62"
20-Mar-17,"20,905.86"
21-Mar-17,"20,668.01"
22-Mar-17,"20,661.30"
23-Mar-17,"20,656.58"
24-Mar-17,"20,596.72"
27-Mar-17,"20,550.98"
28-Mar-17,"20,701.50"
29-Mar-17,"20,659.32"
30-Mar-17,"20,728.49"
31-Mar-17,"20,663.22"
3-Apr-17,"20,650.21"
4-Apr-17,"20,689.24"
5-Apr-17,"20,648.15"
6-Apr-17,"20,662.95"
7-Apr-17,"20,656.10"
10-Apr-17,"20,658.02"
11-Apr-17,"20,651.30"
12-Apr-17,"20,591.86"
13-Apr-17,"20,453.25"
17-Apr-17,"20,636.92"
18-Apr-17,"20,523.28"
19-Apr-17,"20,404.49"
20-Apr-17,"20,578.71"
21-Apr-17,"20,547.76"
24-Apr-17,"20,763.89"
25-Apr-17,"20,996.12"
26-Apr-17,"20,975.09"
27-Apr-17,"20,981.33"
28-Apr-17,"20,940.51"
1-May-17,"20,913.46"
2-May-17,"20,949.89"
3-May-17,"20,957.90"
4-May-17,"20,951.47"
5-May-17,"21,006.94"
8-May-17,"21,012.28"
9-May-17,"20,975.78"
10-May-17,"20,943.11"
11-May-17,"20,919.42"
12-May-17,"20,896.61"
15-May-17,"20,981.94"
16-May-17,"20,979.75"
17-May-17,"20,606.93"
18-May-17,"20,663.02"
19-May-17,"20,804.84"
22-May-17,"20,894.83"
23-May-17,"20,937.91"
24-May-17,"21,012.42"
25-May-17,"21,082.95"
26-May-17,"21,080.28"
30-May-17,"21,029.47"
31-May-17,"21,008.65"
1-Jun-17,"21,144.18"
2-Jun-17,"21,206.29"
5-Jun-17,"21,184.04"
6-Jun-17,"21,136.23"
7-Jun-17,"21,173.69"
8-Jun-17,"21,182.53"
9-Jun-17,"21,271.97"
12-Jun-17,"21,235.67"
13-Jun-17,"21,328.47"
14-Jun-17,"21,374.56"
15-Jun-17,"21,359.90"
16-Jun-17,"21,384.28"
19-Jun-17,"21,528.99"
20-Jun-17,"21,467.14"
21-Jun-17,"21,410.03"
22-Jun-17,"21,397.29"
23-Jun-17,"21,394.76"
26-Jun-17,"21,409.55"
27-Jun-17,"21,310.66"
28-Jun-17,"21,454.61"
29-Jun-17,"21,287.03"
30-Jun-17,"21,349.63"
3-Jul-17,"21,479.27"
5-Jul-17,"21,478.17"
6-Jul-17,"21,320.04"
7-Jul-17,"21,414.34"
10-Jul-17,"21,408.52"
11-Jul-17,"21,409.07"
12-Jul-17,"21,532.14"
13-Jul-17,"21,553.09"
14-Jul-17,"21,637.74"
17-Jul-17,"21,629.72"
18-Jul-17,"21,574.73"
19-Jul-17,"21,640.75"
20-Jul-17,"21,611.78"
21-Jul-17,"21,580.07"
24-Jul-17,"21,513.17"
25-Jul-17,"21,613.43"
26-Jul-17,"21,711.01"
27-Jul-17,"21,796.55"
28-Jul-17,"21,830.31"
31-Jul-17,"21,891.12"
1-Aug-17,"21,963.92"
2-Aug-17,"22,016.24"
3-Aug-17,"22,026.10"
4-Aug-17,"22,092.81"
7-Aug-17,"22,118.42"
8-Aug-17,"22,085.34"
9-Aug-17,"22,048.70"
10-Aug-17,"21,844.01"
