Date,Close
3-Nov-16,17930.67
2-Nov-16,17959.64
1-Nov-16,18037.1
31-Oct-16,18142.42
28-Oct-16,18161.19
27-Oct-16,18169.68
26-Oct-16,18199.33
25-Oct-16,18169.27
24-Oct-16,18223.03
21-Oct-16,18145.71
20-Oct-16,18162.35
19-Oct-16,18202.62
18-Oct-16,18161.94
17-Oct-16,18086.4
14-Oct-16,18138.38
13-Oct-16,18098.94
12-Oct-16,18144.2
11-Oct-16,18128.66
10-Oct-16,18329.04
7-Oct-16,18240.49
6-Oct-16,18268.5
5-Oct-16,18281.03
4-Oct-16,18168.45
3-Oct-16,18253.85
30-Sep-16,18308.15
29-Sep-16,18143.45
28-Sep-16,18339.24
27-Sep-16,18228.3
26-Sep-16,18094.83
23-Sep-16,18261.45
22-Sep-16,18392.46
21-Sep-16,18293.7
20-Sep-16,18129.96
19-Sep-16,18120.17
16-Sep-16,18123.8
15-Sep-16,18212.48
14-Sep-16,18034.77
13-Sep-16,18066.75
12-Sep-16,18325.07
9-Sep-16,18085.45
8-Sep-16,18479.91
7-Sep-16,18526.14
6-Sep-16,18538.12
2-Sep-16,18491.96
1-Sep-16,18419.3
31-Aug-16,18400.88
30-Aug-16,18454.3
29-Aug-16,18502.99
26-Aug-16,18395.4
25-Aug-16,18448.41
24-Aug-16,18481.48
23-Aug-16,18547.3
22-Aug-16,18529.42
19-Aug-16,18552.57
18-Aug-16,18597.7
17-Aug-16,18573.94
16-Aug-16,18552.02
15-Aug-16,18636.05
12-Aug-16,18576.47
11-Aug-16,18613.52
10-Aug-16,18495.66
9-Aug-16,18533.05
8-Aug-16,18529.29
5-Aug-16,18543.53
4-Aug-16,18352.05
3-Aug-16,18355
2-Aug-16,18313.77
1-Aug-16,18404.51
29-Jul-16,18432.24
28-Jul-16,18456.35
27-Jul-16,18472.17
26-Jul-16,18473.75
25-Jul-16,18493.06
22-Jul-16,18570.85
21-Jul-16,18517.23
20-Jul-16,18595.03
19-Jul-16,18559.01
18-Jul-16,18533.05
15-Jul-16,18516.55
14-Jul-16,18506.41
13-Jul-16,18372.12
12-Jul-16,18347.67
11-Jul-16,18226.93
8-Jul-16,18146.74
7-Jul-16,17895.88
6-Jul-16,17918.62
5-Jul-16,17840.62
1-Jul-16,17949.37
30-Jun-16,17929.99
29-Jun-16,17694.68
28-Jun-16,17409.72
27-Jun-16,17140.24
24-Jun-16,17400.75
23-Jun-16,18011.07
22-Jun-16,17780.83
21-Jun-16,17829.73
20-Jun-16,17804.87
17-Jun-16,17675.16
16-Jun-16,17733.1
15-Jun-16,17640.17
14-Jun-16,17674.82
13-Jun-16,17732.48
10-Jun-16,17865.34
9-Jun-16,17985.19
8-Jun-16,18005.05
7-Jun-16,17938.28
6-Jun-16,17920.33
3-Jun-16,17807.06
2-Jun-16,17838.56
1-Jun-16,17789.67
31-May-16,17787.2
27-May-16,17873.22
26-May-16,17828.29
25-May-16,17851.51
24-May-16,17706.05
23-May-16,17492.93
20-May-16,17500.94
19-May-16,17435.4
18-May-16,17526.62
17-May-16,17529.98
16-May-16,17710.71
13-May-16,17535.32
12-May-16,17720.5
11-May-16,17711.12
10-May-16,17928.35
9-May-16,17705.91
6-May-16,17740.63
5-May-16,17660.71
4-May-16,17651.26
3-May-16,17750.91
2-May-16,17891.16
29-Apr-16,17773.64
28-Apr-16,17830.76
27-Apr-16,18041.55
26-Apr-16,17990.32
25-Apr-16,17977.24
22-Apr-16,18003.75
21-Apr-16,17982.52
20-Apr-16,18096.27
19-Apr-16,18053.6
18-Apr-16,18004.16
15-Apr-16,17897.46
14-Apr-16,17926.43
13-Apr-16,17908.28
12-Apr-16,17721.25
11-Apr-16,17556.41
8-Apr-16,17576.96
7-Apr-16,17541.96
6-Apr-16,17716.05
5-Apr-16,17603.32
4-Apr-16,17737
1-Apr-16,17792.75
31-Mar-16,17685.09
30-Mar-16,17716.66
29-Mar-16,17633.11
28-Mar-16,17535.39
24-Mar-16,17515.73
23-Mar-16,17502.59
22-Mar-16,17582.57
21-Mar-16,17623.87
18-Mar-16,17602.3
17-Mar-16,17481.49
16-Mar-16,17325.76
15-Mar-16,17251.53
14-Mar-16,17229.13
11-Mar-16,17213.31
10-Mar-16,16995.13
9-Mar-16,17000.36
8-Mar-16,16964.1
