Date,Close
23-Feb-17,"20,810.32"
22-Feb-17,"20,775.60"
21-Feb-17,"20,743.00"
17-Feb-17,"20,624.05"
16-Feb-17,"20,619.77"
15-Feb-17,"20,611.86"
14-Feb-17,"20,504.41"
13-Feb-17,"20,412.16"
10-Feb-17,"20,269.37"
9-Feb-17,"20,172.40"
8-Feb-17,"20,054.34"
7-Feb-17,"20,090.29"
6-Feb-17,"20,052.42"
3-Feb-17,"20,071.46"
2-Feb-17,"19,884.91"
1-Feb-17,"19,890.94"
31-Jan-17,"19,864.09"
30-Jan-17,"19,971.13"
27-Jan-17,"20,093.78"
